评论人昵称,星级,等级,时间,有用数,评语
游女,2,较差,2020-08-16 10:48:10,233,"
找孙元良宣传的电影，没什么好说的，侮辱八百壮士。
"
Le Salomon,2,较差,2020-08-15 11:29:42,184,"
人家跟你谈严谨，你跟人家谈情怀。拍了部夸岳飞的电影，请秦桧后人一起宣传。这电影最大的亮点就是告诉人们对帝国主义展示自己的悲惨来博得同情和援助是不切实际的，没有足够的实力，在任何时代都是会只有英烈没有胜利。
"
浆糊骗子,2,较差,2020-08-14 12:36:53,130,"
老好人已经跳不出老好人的戏路了；wqy+学wqy的=双倍毁戏

"
连城易脆,4,推荐,2020-08-15 21:32:11,77,"
电影遭受的各种场外风波和批评现在看起来似乎不大公平。首先八佰壮士是李德胜大大钦定的革命典型，四行仓库抗战纪念馆也是我党亲自出资筹建的。诚然，老蒋等KMT高层确实昏庸无能，且总是寄希望于英美国家，八百壮士确实被当成了炮灰，但是无碍于他们是革命英雄啊！陈树生舍生取义的故事不动容吗？底层将士英勇抗日难道不是事实吗？不能因为将领的无能而否定底层战士的牺牲呀！他们同样生的伟大，死的光荣。另外看过电影以及看过原版对比就知道，电影就没有提所谓逃跑将军孙元良，所以谈何洗白呢？洗什么了？即便管虎和秦汉合影的操作有点谜，但是电影现在看下来没啥大毛病呀，无非就是因为删减造成了部分情节不连贯人物无头无尾，但是如果你参观过四行仓库原址，就知道电影几乎就是照着抗战纪念馆原封不动拍的，完全符合我党对于这场战争的描述。
"
江湖骗纸,2,较差,2020-08-17 12:59:37,156,"
太刻意了，而且几乎每个明星都有一个超大的特写镜头，影响观感。
"
鸟倦知还,5,力荐,2020-08-14 17:19:07,1047,"
2020年真正意义上看的第一部电影，基本只有两个字：震撼。震撼场面的宏大，故事的完整，节奏的流畅，演员的演技，但最重要的是，对平凡人的尊重。没有番号的军队，没有番位的排名，电影回归本体，就该是《八佰》这样，用画面重现历史，用真诚铭记和怀念。中国电影工业化的里程碑之作，不愧是大片！

"
欢乐分裂,4,推荐,2020-08-14 23:10:40,203,"
覆巢之下焉有完卵，大时局振动下的一群小人物，如何穿行在硝烟之中，演绎一段几乎被遗忘的历史。不无浪漫化的想象，不无意识形态的呈现，不无过度的煽情，然而当一个个年轻的、有温度的生命，用血肉之躯践行着“吾往矣”，真是悲壮到惨烈；大声报出的名字终究湮灭于成王败寇的蒙尘档案，墙上累累的弹眼是戳进心窝的伤口，远景中回避的旗帜如被证实的预言——他们被记住了吗？白马成为奔赴自由的（虚幻）象征意象。

两岸的互看设置很见野心，也颇具意味，一场战斗沦为政治“秀”，各方实力的互钳掣制与冲突算计，寻常百姓的人心浮动，地狱烈火与歌舞升平的互照，戏里戏外都暗含讽喻。
"
煙霞,5,力荐,2020-08-21 20:44:42,514,"
战士军前半死生，美人帐下犹歌舞。
所有的战争背后都是政治。
救救孩子。
"
YiQiao,2,较差,2020-08-14 22:14:49,123,"
即使只是六佰五甚至四佰 管虎作为导演的能力之匮乏可见一斑 镜头语言重复无力 音效堆叠铺满试图煽情 剪辑不断消减冲击力 群戏混乱 场景关系交代不清 个人戏立不住形象 演员表演能力层次不齐无电影感 前线租界全要说还真是不怕自己消化不良 故事稀碎台词平白 旁观者视角几乎多余 以已知日程做节点本就是种无聊的切入角度 紧张的守卫战事却拍得冗长乏味 史料放默片也就算了以角色镜头实录的默片段落突兀且无必要 乱用意象《老炮儿》跑完鸵鸟这里轮到白马了是吧？爱国再次升级 手持机关枪打飞机//就这血浆用量 肢体断裂展现的直接程度 中国电影还不分级？//电影难看观众垃圾 也是配
"
禁闭岛,1,很差,2020-08-14 22:02:48,443,"
字幕敢不敢再多点，没参与过电影制作吗？一会冒出个摄影指导、一会一个导演的，生怕别人不知道是你制作的。欧豪都30了在里面演个孩子。整体感觉就是误入快男选秀现场，插刀教团伙，对不起，我还是继续看我的抗日神剧吧。导演貌似根本不知道自己要讲的是什么。对不起，八佰救不了华谊！
"
下一秒治好懒病,3,还行,2020-08-14 21:01:04,6008,"
和删不删减没关系，创作者就没明白是想拍大时代小人物，还是小人物大时代。对岸民众拍得更可笑
"
春玉简,5,力荐,2020-08-19 13:53:00,4583,"
大半年了，有这样大制作又有家国情怀的电影让经历了疫情洪灾的国人确实足够提振精神
"
浅草37,4,推荐,2020-08-21 19:33:59,2804,"
机枪班绑手榴弹排队往下跳的那段震撼到全场静默
"
在下坂本,3,还行,2020-08-21 17:23:30,6837,"
比较感人的是 大喊自己名字然后跳楼自曝那段 我哭的稀里哗啦，结尾感觉有点草率，老算盘不知所踪
"
清露雨蝶,5,力荐,2020-08-19 12:45:27,2708,"
支持国产战争电影！看完以后久久不能平复自己的心情，看看这安逸的社会，都是血与泪保卫而来的！中国崛起！人民团结！珍惜生活！勇敢面对！我敬佩的是在这个国家一盘散沙时每一颗冲上去粉身碎骨的沙子。看哭很多次。
"
SydneyCarton,3,还行,2020-08-19 00:27:50,4992,"
怎么说呢，不管你抱着何种期待去看这部，都会觉得还欠一点。给它高分有点不甘，给它恶评于心不忍，“苦劳”电影。
"
钾碳铀氟,4,推荐,2020-08-14 17:49:11,2248,"
不是八佰电影能做到最好的样子，但是当下华语电影能做到最好的样子。管虎葛瑞在人物上很明确地下了功夫，包含五位杂兵和几位长官在内的一众角色的弧光相当清晰；可惜面面俱到的故事展现却削弱了人物刻画的占比，最后的几场戏中，我预期的情绪渐进的交叉蒙太奇没有出现，南岸的群画像以及个别人的戏份也没有拍得很好（这应该和删减有关），最终导致整部电影的落点稍显混乱。曹郁之于本片，近似狄金斯之于2049，灯光与景深的出色运用将历史真切的厚重感压在观众身上；制作上是一等一的好，比任何国产片都更有大片质感，管虎在本片中所展现的，是国内商业导演最接近诺兰的一次，虽然说其实还差得远，但有那味了。华语电影请继续加油，不要害怕那些道听途说心怀鬼胎的舆论，他们的所作所为，和自己所鄙夷的卖国贼并无二样
"
D,5,力荐,2020-08-19 13:45:32,1585,"
很震撼，好哭，拼尽全力保护我们的国家
"
XS号小土豆,4,推荐,2020-08-19 12:20:05,1241,"
2020年我看的第一场真正意义上的电影，即影院电影。时隔一年重新坐到影院，才深切感受到电影特殊之处在于影院环境，当灯一齐熄灭，荧幕亮起，在黑暗中目光灼灼地看着从背后投射到荧幕上的光，与古老洞穴里的人们或许产生相似的感受。
我觉得是近年来不错的抗日题材电影，虽然在群像塑造上没有把控好，但在拓宽了人性和道德光谱上的讨论，可供解读的空间还算不错的了。
"
黄瓜麻汁拌油条,5,力荐,2020-08-21 16:19:12,1283,"
为什么欧豪那么多戏份
"
曉宇,3,还行,2020-08-19 20:51:50,5175,"
我的评分是因为电影上映的不易，本身的虎头蛇尾和人物标签化就不论了。说点史实，“八百壮士”，百分之八十是湖北人，其中，通县县一百多人。多要感谢八十年代修县志，编辑部的张祥麟，挖出这一段历史。“小湖北”的原型应是万连卿，原是当地共产儿童团团长，被捕时因年幼保住一条命，后补充兵源去上海，成了谢晋元的卫兵。孤军营被破后，被日军押往南京做劳工，42年逃脱，编入远征军入缅。解放后，被送去新疆改造，79年特赦获释。释放前，遇到通城县公社在新疆推销茶叶，一听乡音，瞬即老泪纵横。
"
木卫二,3,还行,2020-08-14 22:50:45,2799,"
1917 ＞ 800
"
vivian,4,推荐,2020-08-19 14:13:39,1202,"
讲述淞沪会战末期，谢晋元所率524团第一营死守上海最后一块阵地，影片让我们再次感受到华夏热血儿郎的家国情怀！何香凝先生的一句“国人皆如此，倭寇何敢”印象最为深刻！牢记历史，勿忘国耻，爱我中华！
"
影志,4,推荐,2020-08-14 20:15:59,964,"
带着一片空白去看，全程目瞪口呆。或许是太久没看国产战争片了，看完这部，就像片中姜武抽的那口烟，舒坦！苏州河南北两岸，一边是枪林弹雨、九死一生，另一边是灯红酒绿、歌舞升平；地上是战火横飞、天上是围观看戏。1937年的淞沪会战，太多的故事说不完。“孩儿不孝…娘，俺走了…” 陈树生绑炸药跳楼的群戏，没忍住直接老泪纵横。久违的口号“弟兄们，来生再见”、简短的一句“送你一程”都荡气回肠，战争片拍出了江湖气。而乱世中飞奔的白马，一骑绝尘，是对生的希望。幻想中的戎装战马，千钧一发，是对明天最后的向往。“活着就是胜利” 电影最后一个镜头，从四行仓库拉伸镜头，到现代的都市上海，电影内外，这都是最好的结局。
"
流岛,2,较差,2020-08-19 12:21:59,2314,"
好油腻的拍法
"
母鬼法师,2,较差,2020-08-19 12:22:33,3269,"
片子故事感拍的很好  但是这并不是历史  
"
默读第八章,3,还行,2020-08-22 11:08:13,1382,"
我是看完1917后才看的这部，早知道先看这部了，心里落差也不会这么大。管虎简直被隔壁导演按在地上摩擦，我比较赞同评论中用油腻一词来形容电影，同一时期上映了两部战争片，都是小人物视角切入，隔壁不知高明了多少
"
魏晓波,3,还行,2020-08-21 00:38:56,1241,"
那年我在上海的OCT中心放片，就住在这个仓库的旁边。要是能把黑底白字字幕、大白马、大白孔雀、枪打飞机、敬礼小女孩、喊口号、抒情慢镜头、唱戏、竖大拇指这些奇怪段落去掉的话，就差不多是个正常电影了。
"
石头季,3,还行,2020-08-21 16:16:51,989,"
用力煽不是不可以，请至少把故事讲完整，人物写清楚。。。
"
Merov Mugatu!,2,较差,2020-08-21 14:23:17,1405,"
我是谁？你在哪？他们在干嘛？黄晓明为啥不第一个去死？姚晨来干嘛？低配小栗旬是来搞笑的吗？拎吗啡的是刘晓庆吗？她是不是在演火凤凰？
"
无糖吐槽,2,较差,2020-08-14 20:58:26,921,"
片尾桥上摄影机的毁坏意味着在全片调色铅黄的画面和黑白胶片纪实的双重暧昧中最终导向了历史被重新叙事的前者，全片不断出现的胶片资料则彻底变成了虚无的建构。结尾极其恶心的字幕和国共不同时期下穿越百年的上海被打通，时刻提醒着你这始终是一部或被动或主动与审查和意识形态媾和而成的爱国主义教育宣传片。狙击镜、望远镜、报纸、电话线，那些最即时的反馈牵动，在河岸两旁反复穿行，但因为找不到落点而显得空洞。而开头资料片的英语旁白，也一并随着纪实形态的破灭而远去。叙事的起落在第三四日时明显被审查锤击得不知轻重，只能胡乱地反复跳脱出来进行无谓的煽情。没错，「混乱」是现在的这版《八佰》最好的注解。如果 147 分钟的这个版本就能称作是华语最伟大的战争片，那这毫无疑问是华语电影的耻辱。
"
黑道快餐店,3,还行,2020-08-14 17:22:35,617,"
我觉得人物形象都很刻刻板。河这边的人都想抗日，河那边都是保家卫国忠心耿耿，有几个原来怕后来都变好了。日本人就是坏。放点历史资料片，照着拍，大家哭吧，齐活。
"
灰狼,1,很差,2020-08-14 23:30:39,253,"
和审查什么的没关系 主要是拍的傻 没有创造性 非要走什么小人物视角 但基本上是机械重叠式的角色 按理说既然飞艇超八什么都出来了 再使把劲拍成那个时代的全景媒体战争不挺好吗？
"
亵渎电影,3,还行,2020-08-18 01:58:03,497,"
拍群戏太考验导演在演员调度和摄影调度等方面的能力了，这也导致了片子基本上处于一团糟的状态，这么多角色的群像应该让罗伯特·奥特曼那样的导演来拍。在上一部电影成功之后，导演拥有了创作上的话语权和财力支持，以这片子的野心看，应该是可以代表导演的艺术水准和艺术追求，就像冯小刚的《芳华》，结果管虎的业务能力显然不如小刚，小刚至少很懂节奏和张弛。《八佰》各方面都还处于混沌的状态，从剪辑，混音和音效剪辑这些战争片最容易出彩的工序上看，这片子的战争场面那真是完美还原了战场的一团糟，缺少想法，摄影也抓不到场内的有效信息，加上人物多，剪辑碎，大量全景，摄影也很难拍出节奏和韵律，只能靠剪辑的速度和震耳欲聋的声响唬人了。管虎最大的优点是一个好编剧，非常懂得类型片技巧的运用，确实有两把刷子，剧作技巧层面上值得赞赏。
"
frozenmoon,4,推荐,2020-08-12 11:07:00,574,"
有幸看了原版，那时疫情还没出现，世界还是原本的样子，但风暴很快袭来——疫病的和舆论的，让电影耽搁很久。《八佰》让人震撼的地方在于它没有故意去彰显震撼却收获振聋发聩的效果，它用收束写磅礴，用胆怯写勇敢，用恐惧写悲壮，用不知所措写义无反顾。那些兵里有痞子、混子、油子，但最终他们都成了战士。那群人守护的是一种普遍的人类精神，有关于尊严和意义，其实这早就超越了政治派别，在这样普遍的精神感召之下，守护旗帜的颜色和图案根本就不应该成为讨论的重点，如果说非要讨论旗帜，那他们护的就是人性尊严的旗帜。我们在生死硝烟里看见的是应该是一个一个一个的人，是具体的恐惧与希冀，而不应该把他们抽象成一个派别符号。《八佰》在中国战争片里是绝对重要的，无论技术还是意识，它所引发的电影外的讨论也会成为时间的注脚和底稿。
"
NTGULTY,1,很差,2020-08-15 15:43:47,398,"
不要乱写历史！
"
dataframe,5,力荐,2020-08-14 17:18:28,1503,"
没有哪个地方觉得不好，导演、摄影、美术、演员，几乎都是恰到好处的把人一瞬间拉入那个战火连天的时代，整场电影看下来沉浸感很强，枪枪打在心上，又震撼又感动。杂牌军看似各有各的草包，但在生死面前，却又一个个都没掉链子成为了真正的战士。王千源，张译，姜武，李晨，郑恺，欧豪……几乎各个都有亮点，太绝了。
"
谢飞导演,3,还行,2020-09-24 11:12:18,348,"
        九月初在上海开会，抽空到影院看了这部票房大卖的电影，观感不佳，也就一直没有去写豆瓣评论。“乱打一气”，这是看时的直接感受。情境、人物常不清准，敌我战势也时有混乱，这和剧作人物过多、细节散杂有关。编导对这段复杂的历史观点也是混杂，要说的话又太多，所以全片主题也不清。票房大卖是好事，但创作中的问题仍值得研究。三分给所有创职人员的认真辛苦工作。
"
不辣的皮特,3,还行,2020-08-24 10:52:48,901,"
只有我觉得护旗那段真的很傻吗？让一个个鲜活的生命前仆后继地送死，就为了让一面旗帜竖起那么一会儿的工夫，确定这是在打日本人的脸而不是侮辱民智吗？竟然还有那么多人颅内高潮，拍手叫好，真无语了，打着历史电影的旗号却是一部抗日神剧，该交代的事情寥寥几笔带过，整部片子都在不断渲染英雄主义和空泛的爱国情怀，连感动都是碎片化的，莫名其妙的。
"
西楼尘,4,推荐,2020-08-14 23:30:18,710,"
天堂与地狱只隔一条河，阵地与坟墓同在一座桥，壮士与伶人只差一层皮，怂包与英雄同扛一面旗。南岸有不恨国亡的商女，北岸是壮士许国的男儿，那边有粉墨登场的关羽，这边是七进七出的赵云。四百壮士用血肉唤四万万民众觉醒，五十三米河岸当幕布为租界万国表演。硝烟后，白马尚在，旗帜未倒，英雄不老。
"
shininglove,3,还行,2020-08-18 23:00:22,441,"
把战争片当成任务：导演靠本能，素材做加法，技术直给，情感刺激，简化思维，受众下沉；把战争片当成艺术：导演建系统，素材去减法，技术克制，情感留白，思维复杂，受众有门槛。
"
托尼,2,较差,2020-08-21 16:15:51,1062,"
失望吧，煽情过度，几个人物也没说明白。最后小队反击没拍还是删了，姜武上天台坐在炮上干嘛？
"
胤祥,2,较差,2020-08-18 22:42:14,644,"
观影计数大陆片#800。视点乱成这个样子，视点镜头拍成这个熊样子（动不动就杀一个视点人物也真好玩），剪辑楞成这个样子，几个催泪弹级的煽情点剪得都不让人哭到位是个啥思路……总之不都是审查的锅。除了亵渎叔所说的“用混乱还原了战场的混乱”之外，还用看客的视点完成了“观众（主体）的阶级分析”，这片子观视结构真有得一说（青天白日旗的视点哈哈哈），症候性的点大概是“他们都没有结局”吧。管虎的作者性是……神兽吗？
"
散装称重,2,较差,2020-08-14 22:20:14,608,"
三星给英烈。求你们了，这种片，能不能别耍帅，别矫情，别强行煽情，别强行升华，还有，自信点，行不行？真的特别特别想看正常点的战争片，四渡赤水，上甘岭，松骨峰，冰雪长津湖......
"
穆阳,4,推荐,2020-08-18 00:13:43,602,"
太惨烈，太惨烈，太惨烈。
"
陀螺凡达可,2,较差,2020-08-14 23:00:04,314,"
2.5 我前座的男士一边抽泣一边举起iphone拍大银幕真素感人惹（PS：电影本身制作是最高级别的工业水准，但仍然是全程鸡血口号煽动式的宣传片，且内核矛盾、叙事坍塌，公映版本实属灾难（不确定删掉的那十多分钟是否足以力挽狂澜
"
柯里昂,4,推荐,2020-08-14 12:30:34,1043,"
好的地方不少，管虎耍起行活来还是很扎实，在第六代导演中他大概是最具类型片思维的一位，镜头游走、配乐卡点都颇为讲究，片中那些爆破戏、枪战戏以及对兄弟情（战友情）的呈现，一点不比陈木胜、林超贤、陈德森这批久经沙场的香港导演差。结尾撤退戏看哭周围不少观众，这场戏带来的紧张和感动大概不输《敦刻尔克》结尾渔民集体开船救援英军的情节。当然，战争片的一些通病也有，前半段明显剪得有些碎（自然也与删减有关），而且角色视点过多基本也是国产战争片老毛病，华谊大概是把自家明星能塞的全塞进去了。护旗桥段删得令人惋惜，其余几处删减也挺明显的，虽说就目前版本来讲完成度已经很高，但作为观众谁又不更倾向于看到代表导演诉求而非政治立场的完整版呢，终归还是怀有遗憾。最后，从各种意义上来说，参与这部片台前幕后的人员都是值得敬佩的。
"
归弦,3,还行,2020-08-14 22:40:34,341,"
最多三星半，不要抱太大期望，不及张艺谋冯小刚平均水平。开头略有惊艳，后面就实在想不起有什么可夸的…整体略显煽情和冗长混乱，不过相比之前的很多三星国产片没有什么太尴尬的地方，只是中规中矩而已。可能是太久没有这类片子了，如果不是免费或几块钱不建议买票去看，要花钱倒不如把隔壁《1917》再去大荧幕上刷一遍。
（很奇怪这片子好像都是平时不太爱看战争片的女孩子感兴趣的比较多，平时热衷讨论历史军事爱看战争片的男同志们似乎并没有太大热情……也就看个消遣）
"
桃桃林林,4,推荐,2020-08-21 19:46:26,230,"
就像片名一样，佰。还是将核心置于个体，这也是最喜欢的一点。一群普通小人物的个人战争史，以及他们的觉醒。其中的血性，也是由之激发出来的。所以，才会更被郑凯那段感动。
"
何夕,3,还行,2020-08-14 21:48:40,268,"
太过煽情，逻辑弱且场面混乱，政治不正确
"
汪金卫,3,还行,2020-08-19 23:07:04,183,"
普通+IMAX二刷。服化道美术下功夫，战争场面血腥，演员表演、各地方言对白都是亮点。尤其谢团附广东腔国语既符合历史也让角色生动真切立得住。整体是方方面面二十多个角色的群戏。开场1小时以杂牌军视角为主，大篇幅叙述其胆怯懦弱与直男烟酒女三大爱好。结尾却反而留白不交代，比较诡异如隔靴搔痒。租界隔岸观火视角也是重点，而国军形象与作战直到阻击战方才正面描写，并极力渲染悲壮气氛，甚至不惜处处夸大虚构，仿佛伤亡百人般惨烈（历史死伤37人）。把过桥撤退硬拍成了奥马哈海滩登陆。至于杂牌军、枪杀俘虏练胆、送电话线等均是无中生有。过度夸张煽情的创作理念令人疑惑。公映版难得保留送旗升旗奏国歌和继承自台版电影的护旗桥段。但也无奈地低调弱化了旗帜色彩与景别，闭口不称国旗不谈国号保持最大限度克制。野心很大结果只能差强人意。三星半
"
A clown,2,较差,2020-08-21 11:20:32,547,"
没有人性，没有反思，只有一场平淡却带着鲜血与尊严的“演出”。
"
小狐狸的慢灵魂,2,较差,2020-08-14 22:10:35,329,"
《八佰》可以做得更好。成片的效果只停留在文学策划的层面，一个抗战故事的「到此一游」。
"
守望C-137,2,较差,2020-08-17 13:33:21,424,"
没基本的事实依据，用民国的造神来纪念历史？拍的也真一般。
"
豆友132094519,1,很差,2020-08-16 09:41:46,319,"
本来就没有期望这部电影有任何惊喜，只希望能看到一部合格的关于战争的类型片，但没想到我一再降低期望带来的依然是巨大的失望。全片灾难般的节奏感，一切剧情冲突点、意向符号、一张接着一张雄性激素注射过盛的人物特写、一段接着一段毫无节制的烂俗煽情，各种乱七八糟的要素如阅兵仪式的花车游行一般一茬接着一茬走马观花般掠过，莫要说人物塑造，就连基本的讲故事都讲得一塌糊涂，视点涣散，感情虚浮，看完后只剩混乱和空洞。现在回想起来一句话：“宣传一个电影最好的方式就是禁掉它”很明显八佰就是如此，也同时让我产生了那么一丝不切实际的幻想，而现在我甚至怀疑这从头到尾的一切都是精明的宣传手段，一场彻头彻尾的骗局，愤怒、悲哀，在以往的观影经历中从未有过如此憋屈的感受。我期待许久的居然是一坨包装精美的狗屎。中国电影真就如此了吗？
"
ashlie,3,还行,2020-08-21 19:32:53,272,"
先不论是否尊重历史，仅仅从电影角度出发，怕观众不明白一样的引用白马，赵子龙表达，跟其他大师的四两拨千斤和举重若轻相比，实在有差距。其他的还不错，很热血，欧豪，唐艺昕演的差点，很多角色（比如刘晓庆）没有意义的赘述和表达，也是疫情期间难得的大片。没有超过预想，合格而已。

"
欧阳疯是大笨蛋,3,还行,2020-08-17 22:24:49,230,"
三星半
我的情绪在跳楼、护旗这两场戏就烧干了，后面杜淳越来越不地道的广普和那匹意象的白马让我全程出戏
害，不知道咋说。好的演员如辛柏青姜武王千源，看他们飙戏真是一种享受，差的如姚晨杜淳等，一句台词都带不起情绪来，看得真的急死人。
"
梁士立,3,还行,2020-08-14 21:06:27,137,"
不如集结号啊……
"
沐珑秋刀,3,还行,2020-08-22 04:34:43,158,"
不纠结是否符合史实，是否美化或丑化国军，仅从电影角度，说一下没能太打动我的理由：1、想表达的东西太多，却没把故事讲好，剪辑太碎太乱，流畅度和节奏感都欠奉，尤其开场十分钟；2、人物太多，群像塑造弱，有的太脸谱化，有的缺乏前后转变的过渡，有的言行缺乏足够的合理性和逻辑性支撑，还有的明星镜头给得太刻意，唐艺昕和黄晓明尤其让人出戏，最成功的角色大概算是李晨和王千源吧；3、一些桥段感觉像是被重点标注了“泪点”，塞给你个洋葱强行煽情，反而皮影戏那段更有感染力；4、白马的戏份多到令人反感，深怕观众看不出它是隐喻的符号似的，反而掐灭了我做语文阅读理解的欲望。
"
故宫藏美,3,还行,2020-08-21 16:18:19,225,"
因为给了过高的期望，加深了看的失望，什么都挺好的除了剧情，多花点时间在那个敢死队上不好么，非得把一个逃跑拍出冲锋的感觉，是王氏兄弟投钱太多烧的么？
突然觉得广电去年禁他是有道理的，大阅兵的拍一群逃跑，虽然是国军跑那也是抗日的部队啊！管虎下次啥都可以兼，别再编剧了，拨点钱请个好编剧
"
私享史,3,还行,2020-08-18 00:38:09,147,"
7分封顶，而且已经把观影情绪被调动的加分算进去了。几处重要戏份的删减无疑影响了表达，但也不是说那些戏份保留了就会加分。导演的力所不逮已经在删减版里暴露无遗，于是跑全马不会比跑半马的成绩更好。其实去年看“同题材”的《前夜》已经让我对管虎驾驭此类电影的能力存疑，这次又交了一份不合格考卷。
作为角色众多的大群像戏，竟然一个鲜活且丰满的角色都没造出来，管虎身为编剧该背大锅（删减背小锅），与演员演技基本无关。如果说后半程把焦点放在了杜淳饰演的谢晋元身上，那么前半程里他是严重缺位的，而依欧豪饰演的散兵这个小角色的份量和视角根本撑不起前半程。
论战争场面和人物刻画完全比不上《集结号》，哪怕是机巧算计的《金陵十三钗》至少也赢了个工整。要说本片这样那样树了此类国产战争片的新标杆，怎么听着都像尬捧。【广百金逸】
"
晚不安,3,还行,2020-08-14 23:34:41,94,"
把戏写得极铺张，河两岸，国内外，敌我双方，各方面都想审视到。带来最严重的问题就是视点涣散，段落间过渡急促，前半主线在逃兵团，后半挪至上层团长，很难真正跟住某个人物进而代入，情绪也跟着失焦。所谓悲壮，所谓家国情怀，是需要铺垫，但不能全靠渲染。直接影响了最紧要的冲桥结尾，上的技巧都变虚浮，没有紧实的共鸣托底。战斗部分，少层次，多混乱，文戏安排和场面调度不如林超贤。所以《1917》不是方法，《八佰》也不是方法，《钢锯岭》是，《大兵瑞恩》是，《黑鹰坠落》是。跟自己人比，也是弱过《集结号》和《金陵十三钗》的。
"
初代目火影忍者,1,很差,2020-08-24 09:55:21,201,"
历史虚无主义的胜利
"
的烬,3,还行,2020-08-15 09:01:19,159,"
冗长。冗长。冗长。开局即高潮，越往后走张力被摊的越来越平，除了王千源看不出其他演员的什么特征，最后的煽情和开篇的悲壮一比像是硬凹出来的茧子，表面觉得厚重但是细想又多余。
"
TimberNord,2,较差,2020-08-22 23:26:46,243,"
历史事件本身足够powerful. 请问为什么还要煽？犹太人进毒气室前是不是还要转身给狱友做一个演讲？是不是铁丝网外还要安排几个人竖个大拇指然后来个特写？
"
大奇特(Grinch),4,推荐,2020-08-17 22:29:36,239,"
三星半，江分两岸，这边隔岸看戏，那边隔岸观火，四行仓库保卫战就是一场供看客们“围观”的战役。战斗场面着实突破，南腔北调的众演员也提供了很好的群戏。但导演迷失在符号堆砌中，马的意向用太多，还加了赵子龙……不及《老炮儿》的鸵鸟有那股灵气劲儿。战争的背后都是政治，视角必然受限，当然还有民众的视角也有缺失（只有观望和觉醒了），与台版《八百壮士》对照观看效果会更佳。
"
illuminate丶,3,还行,2020-08-18 09:13:22,219,"
我给6.5分吧，bug还是很多啊，国军根本不可能有机会杀俘虏，仓库有水为毛要用尿，一个刚学会开枪的立马击中飞机，指挥官唯一的指挥就是叫副官替他指挥……最后恶之花女士再扣0.5
"
内陆飞鱼,4,推荐,2020-08-21 21:46:45,277,"
二刷。有缺点的战士终竟是战士，完美的苍蝇也终竟不过是苍蝇。质感很好，服化道什么，以及整体气场，可能数年内国产战争片超越不了，既然给过《血战钢锯岭》四星，没有理由不给我们自己的历史一样的分数。
"
木棍先生,4,推荐,2020-08-14 14:52:42,265,"
五星红旗上也有他们的血
"
bigson,1,很差,2020-08-23 11:14:49,187,"
这根本就不是阉割不阉割的问题，整个就一建国大业。2个多小时的电影，一个人物的刻画都没完成。几个令人动容的点，铺垫转折都没有，上来就高潮直接就射，还特么不如强奸。一半天堂一半地域，看看人家佛罗里达乐园咋拍的？几个兵，从怂到刚，没个过程，打着打着就特么想牺牲了，人性的刻画呢？首映上感动流泪的王中磊都比这个好看。之前还有采访说什么，张译求欧豪的戏，欧豪没被说动就不能放下枪，最后欧豪被感动落泪。我尼玛那几句话有啥好感动的？？？再也不被情怀和预期牵着鼻子走了！
"
丽俩,2,较差,2020-08-14 22:35:20,300,"
就当是一场秀，大家假装自己很感动……
"
木石子,3,还行,2020-08-14 22:06:32,107,"
这是一部很拧巴的电影，导演既想将主旋律进行到底，又试着去批判电影里政府的不作为。那么问题就来了，主旋律本身和diss政府是矛盾的。如果你想批判国民政府，那应该力度更大一点，而不是通过黄特派员的几句话一笔带过；当然弘扬主旋律那更不可能，国军的先天条件不允许。用主旋律的方式去拍一部反主旋律的电影，本身就不合适。
"
长发,4,推荐,2020-08-14 12:56:29,674,"
小湖北这个角色是给我留下最深印象的，一个懵懂的孩子，身处乱世，被哥哥保护、被战士保护，带着憧憬羡慕的眼神看着河对岸租界的歌舞升平；直到看着自己的哥哥死在自己面前，跟团附说自愿留下来守护四行仓库，一起出来的家人只剩他一人，眼神的转变，证明他长大了，可他的年纪不应该经历这样的成长，太痛心了！
"
同志亦凡人中文站,3,还行,2020-08-31 18:54:31,73,"
落后就要挨打，租界也知亡国恨，一场表演给国人/外国人看的战役。跟敦刻尔克其实没有区别，都是把后退当进步史诗来拍，但太多遮遮掩掩的东西导致不够看，后半段尤其潦草。（有几个战场镜头让我对比了一下1917，结果后者胜出）
"
谋杀游戏机,4,推荐,2020-08-14 12:03:29,335,"
管虎拍的不止是一部商业战争大片，还是一部历史反思之作。突出了一岸之隔、地狱天堂的戏剧性和残酷性。一场战争沦为了当局的表演秀，但那些销蚀的血肉、被辜负的感情都是真实发生的。电影没有刻意渲染牺牲，没有升华善恶轮回人性救赎，直面生死，宏阔壮烈。摄影、美术在国产电影里都是最高水准，中青代演员群戏精彩。希望《八佰》能扛起电影市场复兴的大旗。
"
M酱,3,还行,2020-08-13 22:08:15,114,"
可看但不喜欢 抛开政治正确不说——旗是什么旗？情在哪儿共鸣？于是又回到了“岳飞是不是民族英雄”的问题本身 为什么《八百壮士》就成立呢？因为是台湾人以台湾立场拍的
"
