评论人昵称,星级,等级,时间,有用数,评语
Mr.NotHere,5,力荐,2021-09-29 18:07:14,1288,"
今天来看了长津湖，有些感受，不涉及剧情的透漏，因此写下来。电影中给我两个感受颇深的点。第一点，圣诞节那天，中国军队和美国军队伙食的巨大反差，让人真的心疼我国志愿军，但丝毫不影响他们作战和快乐的心情，所以优越的物质条件并不是决定成败的根本因素，有时候人的意志才是。第二点，不知道大家对于我国从朝鲜运回烈士遗骸有何感受。但这次我深切感受到运回烈士遗骸的必要性。这些烈士在他们那个时代，也有精彩的人生，但他们为了祖国，去异国他乡战斗，为国捐躯，献出自己宝贵和本该精彩的人生，后人真的应该永远铭记他们，把他们遗骸送回祖国大地也是后代子孙应该做的，他们值得，这也是我们对历史做出贡献的人的尊重，是跨越时空的尊重。
"
Aurora,3,还行,2021-10-01 10:29:10,239,"
没有我想象中好看吧，也有可能是想通过一些轻松幽默的场面化解战争的苦痛？感觉更像是贺岁片（不知道该用什么词）
"
Damian,4,推荐,2021-10-01 20:40:09,249,"
刚入朝在干河坝的石头那场戏我紧张得差点窒息了
"
无处安放,3,还行,2021-10-01 17:36:02,371,"
很失望，煽情部分太多，剧情有点混乱，有些地方特效一般般，提前离场了。
"
silva,4,推荐,2021-09-30 18:52:47,373,"
好几个画面还是感动的湿了，几个演员都演得挺好。总体有个感受，不管拍的如何，只要实打实把资源砸进去，这么波澜壮阔的朝鲜战争，如此有现实教育意义的一次胜利，拍他十部八部都不为过。人老美打输的战争拍的都比这多，舆论宣传的阵地要勇敢的抢滩登陆！
"
独慕,3,还行,2021-09-30 16:01:33,611,"
3.5 开头到第一次正面交战这里 我觉得整体节奏都非常流畅  后面就开始拖沓了  雷排长牺牲那段 有点过于煽情 反而没那么令人动容 
"
你看起来很好吃,4,推荐,2021-10-10 22:12:59,139,"
没有金刚川那么能代入情绪，不过胡军演的真好，摸着鼻子和脖子里流出的血的害怕的表情，小人物就是应该怕死然后有些事情又必须要去做，这样才够真实。吴京中规中矩，段奕宏也是。我想不明白为何非要用人命去堆出战争的胜利，确实在装备大幅度落后的情况下就得靠意志，但是他们自己就真的愿意牺牲吗？有没有别的途径呢？不得而知。那个年代，又感人又悲壮又无奈。
"
那就豆花吧,5,力荐,2021-10-02 22:55:04,276,"
我知道，所有的战争都是惨烈的，但一直以来，我所感知的“惨烈”都是不可名状的。《长津湖》最大程度还原了抗美援朝战争的真实情境，其中多处战争场面令人心惊、令人震撼、令人悲痛。战场把人变成鬼。开着战斗机的美国大兵，对着“死尸”扫射，只是为了打发时间、做个无聊赌约。活着的时候是侩子手，死去之后又是鞭尸人。与天斗是为了与人斗。零下40℃的极寒天气，隐藏在大大小小谷壑中的中国军人，他们和老天爷对抗着，只为同意欲抢夺祖国疆土的美国士兵较量。没有打不死的英雄。资本主义的战争遍地是杀人机器，而我们只有一波又一波的血肉之躯。坦克、迫击炮、火箭筒，在枪林弹雨里，我们能用的武器太少也太小。上了战场的都是英雄，但他们却不是打不死的。电影只是历史的一个缩影，背后的惨烈不敢想象。新中国来之不易！致敬中国军人！
"
ssss219,5,力荐,2021-10-02 18:50:53,262,"
近两年从金刚川，到1950，到长津湖。这次感触最深。外公也是19岁上的现场，也会怕疼，也会调皮，也会想家。
"
咕噜咕噜Q,3,还行,2021-10-02 09:18:52,309,"
这要是历史纪录片，还原的有滋有味。
这要是一部描述战争的电影，我只能说看了等于没看。
"
kate y,3,还行,2021-09-26 22:16:07,275,"
没想过他能完全还原史实，因为不可能。只论影片质量，打的很激烈，但大场景太绿幕了，一眼假。人物塑造也逃脱不了英雄气概的脸谱化，我给两星半
"
xi-xia,3,还行,2021-09-30 11:11:45,9428,"
战斗场面篇幅之长，剧情逻辑衔接之弱，看到最后真的麻木了。片长控制在两个小时更好一点。
"
江上悬鱼,4,推荐,2021-09-30 19:09:31,4252,"
场面拍得挺好，但总觉得少了点什么。
"
邪魔天使,3,还行,2021-09-27 19:46:59,8061,"
画面质感差，特效一般，战争戏感觉很乱，三个小时的电影感受不到剧情的起伏和高潮，更谈不上震撼，虽是大制作，但实在平庸
"
国士,3,还行,2021-09-30 13:26:49,5581,"
篇幅可以删减一半。
"
澈安,4,推荐,2021-10-01 23:32:47,3382,"
我看见那句为抗美援朝战争的胜利打下了基础的时候，突然的意识到教科书上这样古板的文字，背后的意义实在太沉重太深刻了。
"
只是咕咕,5,力荐,2021-09-30 17:30:36,6516,"
“我们不打，下一代就得打”
"
Fun,5,力荐,2021-09-29 23:00:28,9106,"
先看1950他们正年轻，再看长津湖，一边是听觉上听老兵们谈抗美援朝，一边是视觉上重现他们的过往，不得不说，都是非常非常值得观看的电影。

长津湖，吴京yyds！易洋千玺未来之星！
胡军，朱亚文，为什么可以这么好啊！
我觉得不得不说是李晨对比起来真的很糟糕啊，演技台词都不在线！

最直观的感受是，我决定不过圣诞节了，从前我觉得和平年代百花齐放，过过节也没什么，现在我觉得不是的，历史教育任重道远，我不愿意傻呵呵地替别人庆祝胜利，我有什么资格去替别人高兴？

我们的战士们在条件如此艰苦的情况下仍然浴血奋战，那些不是数字，都是人命，是我们有今天幸福生活所牺牲的人们啊！我们这么能不知道啊！怎么能忘记啊！！！
"
呵呵哈,2,较差,2021-10-01 17:05:42,2480,"
2颗星给拍摄场面、给志愿军战士们，其他没法更多了。
"
mongantagta,4,推荐,2021-09-28 20:02:36,5604,"
点映观影，场面非常震撼，摄影很有新意。不得不说四字弟弟的表现我个人很满意很惊艳，在电影中他不是偶像他就是那个敢拼敢打像只小兽莽撞向前的伍万里。
"
胡弃暗,3,还行,2021-10-03 09:03:34,1578,"
人物，从正派到反派，全都是脸谱化的、功能性的。北极熊团的boss，全程一副我不知道自己是谁、我不知道自己在哪里、我不知道自己该干什么的表情。四字版伍万里一眼看去就是个（20）00后时代少年，像是来参加沉浸式主题教育的。主人公依然对战争不会产生一丝质疑。战争也依然不会对主人公的心理健康产生一丝影响。特效塑料感极强，部分大场景，真实感还不如《冰雪奇缘》。情节稀碎，主要靠铺得满满的爆炸音效和背景音乐吸引注意力。没想到国内战争片的天花板居然是拍喜剧出身的冯小刚导演。《集结号》和《芳华》虽然由于可以理解的原因存在这样那样的暧昧和局限，起码塑造的主人公都是有血有肉真实可感的，具有一定的人性深度。陈凯歌导演不该是这个水平，希望他能拿出写《少年凯歌》的真诚来拍战争片，以更好地铭记历史、缅怀先烈。
"
高质量鉴赏达人,2,较差,2021-09-26 21:17:48,2498,"
去看了点映，值得票价，三个小时看下来还好，一直战争戏容易麻痹双眼，但是也刺激。我不喜欢红海因为没有对人物的刻画，很可惜，长津湖也没有这种类似的刻画，换句话说文戏很少也就那样。另外我认为这部电影可以分为好几幕镜头，到最后的一个小时才算长津湖，我觉得结局真的潦草，可能有第二部吧。总体看下来比八佰金刚川好看，但是我不认为这只是一个三小时史诗大作该有的表现，理应能更好。
"
九,4,推荐,2021-10-02 12:27:13,1083,"
万里一个新兵在枪林弹雨里穿梭毫发无伤 难免让人觉得主角光环强大
"
Larghetto,4,推荐,2021-09-30 16:01:38,865,"
该夸的也夸了，透过这一部片子来谈谈文艺背后的症候。无论是多位导演联合执导的局面，还是对其散乱冗的批评，都不只是这一部影片展出现的问题，而是近几年类型片的通病。回到文艺发展史本身，依旧是“革命礼乐”与“礼乐革命”发生了转轨与变调。从配乐来看，两个半小时的影片塞下了近十条音乐动机显然是过于满了，配合上大量的战争镜头造成了感官的疲惫，也类似于戏剧的“音墙”干扰了演员的唱词。而这背后体现的正是好莱坞大片的叙事模式（中途岛战役）与样板戏类型产生的冲突。例如进攻动机的使用，军号旋律之后紧跟着一长串交响其实是不太合适的，这正是某种创作困局的隐喻。希望导演们能够结合好“花部”与“雅部”，形成新的主旋律类型。
"
lbx锨,2,较差,2021-10-02 22:02:36,1842,"
这是中国人民志愿军，不是普通意义的战争片，不是搞一堆坦克飞机和冲锋时人山人海就能够拍好的。说是《长津湖》，但是影片几乎没有体现出长津湖这个战役的特点和战略意义，实质拍的还是战狼式的个人英雄主义，而且战斗场面那种爆炸真的看的我信仰砰砰砰受不了。
"
欧阳喝喝,3,还行,2021-10-13 04:35:05,939,"
和《中国医生》一样，令人敬仰的是事件或历史本身，而不是电影。
"
很男的男,2,较差,2021-10-02 22:54:20,1346,"
想的太多，拍得太散。人工雕刻痕迹过重。
"
To-致敬,4,推荐,2021-09-26 09:41:33,729,"
CG做得实在一言难尽；大部分战斗戏又黑又晃，如果是3D估计得看吐，幸好不是；故事线剪辑穿插问题很大，兄弟俩拍着拍着就虎头蛇尾了，要不是知道有第二部，这结尾能被骂死，既然要做第二部其实欧豪也可以放在第二部没必要先拿出来；七连第一场支援战太抢戏，把所有紧张情绪一次性宣泄出来了，导致最后大战调动不了观影情绪，有点喧宾夺主。但除了这些，也没啥缺点了，通篇设计很紧凑，三个小时的时长看得意犹未尽，希望第二部赶紧定档！

"
跳广场舞的大叔,3,还行,2021-10-04 21:34:23,829,"
我觉得下次别设置这种任性小孩形象了，战争不是儿戏。
"
驀然一渡,5,力荐,2021-09-29 22:34:32,5903,"
非常合格的献礼片，3个小时略长但是看点满满。节奏情感战争场面都处理的恰到好处。虽然是三个大导拍的片，但是好像分不太清每个人拍摄的part，只知道战争场面大概是林超贤。（我想知道徐克是哪段，我猜是景色多的片段）唯一美中不足的是这部剧没有女性角色，只有两个，一个易烊千玺一面之缘的小妹妹和吴京他妈，只有几秒，实在是太少了。。男人戏还是要看吴京胡军段奕宏，此外再预言一下：易烊千玺以后会是非常非常好的演员（影帝级别）。
"
无隅,3,还行,2021-10-08 20:24:47,609,"
不知道为什么有种在螳臂当车的感觉，志愿军吃冻土豆，转场美军吃火鸡热菜的对比难道很荣耀吗？外国的战争片已经拍出了新高度，为什么我们还在用艰苦而又顽固的战争场面刻画来表达精神？
"
Jo_飛,3,还行,2021-09-30 16:02:14,1426,"
只感受到了林超贤拉满的肾上腺素，但确定要在电影院里坐3个小时吗？
"
